name,ingredients
Buffalo Chickpea Wraps,"1 tablespoon olive oil, 15 oz chickpeas (425 g), 1 can, ½ teaspoon garlic powder, 1 pinch salt, ¼ cup buffalo sauce (75 g), ⅓ cup hummus (45 g), 1 tablespoon lemon juice, 1 tablespoon water, 2 large tortillas, romaine lettuce, tomato, sliced, red onion, sliced"
Crispy Potato Tacos,"2 large russet potatoes, ¾ cup sour cream (170 g), 2 cloves garlic, minced, ½ teaspoon cumin, salt, to taste, ½ teaspoon oregano, 8 corn tortillas, oil, for frying, sour cream, to taste, salsa, to taste, cotija cheese, to taste, ¼ cup fresh cilantro (10 g), to taste"
Dark Chocolate Peanut Butter Banana Protein Smoothie,"1 ½ cups water (360 mL), or yogurt or milk of choice, ¼ cup peanut butter (60 g), 1 scoop chocolate protein powder, 1 tablespoon dark chocolate cocoa powder, 2 bananas, frozen"
Cinnamon Sugar Cheesecake Bars,"2 tubes crescent dough, 16 oz cream cheese (450 g), 1 egg, 1 cup sugar (200 g), divided, 1 teaspoon vanilla, 2 tablespoons cinnamon"
Cheesy Eggplant Pizza,"1 large globe eggplant, salt, to taste, olive oil, 2 cups mozzarella cheese (200 g), 1 cup cheddar cheese (100 g), 1 jar marinara sauce, ½ cup parmesan cheese (55 g), ¼ cup fresh basil (10 g), 1 tablespoon garlic powder, 1 teaspoon salt, 1 teaspoon pepper, ½ teaspoon red pepper flakes"
Pumpkin Spice Swiss Roll,"¾ cup flour (95 g), ½ teaspoon baking powder, ½ teaspoon baking soda, 1 ½ teaspoons McCormick cinnamon, 1 teaspoon ground ginger, ½ teaspoon ground nutmeg, ¼ teaspoon ground cloves, 1 teaspoon kosher salt, 3 eggs, 1 cup sugar (200 g), ⅔ cup pumpkin puree (150 g), 1 teaspoon vanilla extract, 12 oz cream cheese (335 g), softened, 8 tablespoons butter, softened, 1 ½ cups powdered sugar (180 g), sifted, 1 teaspoon vanilla extract, 1 teaspoon kosher salt, powdered sugar, for garnish"
Coleslaw,"½ cup mayonnaise (120 g), ½ cup sour cream (115 g), ½ tablespoon lemon juice, 2 tablespoons apple cider vinegar, 2 teaspoons honey, 1 teaspoon salt, ½ teaspoon pepper, 3 cups green cabbage (300 g), very thinly sliced, 1/2 small head, 3 cups purple cabbage (300 g), very thinly sliced, 1/2 small head, 1 large carrot, peeled and grated"
Garlic Bread Bruschetta,"1 loaf italian bread, sliced, 3 tablespoons butter, melted, 1 clove garlic, minced, italian seasoning, to taste, parmesan cheese, to taste, 6 roma tomatoes, diced, 2 cloves garlic, minced, 1 tablespoon olive oil, 1 teaspoon salt, ¼ teaspoon pepper, 4 fresh basil leaves, finely chopped"
Spicy Sesame Cauliflower,"½ cup flour (60 g), ½ cup milk (120 mL), 1 teaspoon baking powder, 1 teaspoon garlic powder, ½ head cauliflower, oil, for frying, 1 tablespoon sesame oil, 1 tablespoon garlic, ½ cup soy sauce (120 mL), ¼ cup rice vinegar (60 mL), 1 tablespoon sugar, 2 tablespoons Sriracha, sesame seed, garnish to taste, scallion, chopped, for garnish, 1 tablespoon cornstarch slurry, mix 1/2 tbsp cornstarch and 1/2 tbsp water"
Ultimate Homemade Pizza,"7 cups flour (875 g), 4 teaspoons kosher salt, ½ teaspoon active dry yeast, 3 cups water (750 mL), at room temperature (plus an additional 1-2 tablespoons of water as needed), 4 tablespoons cornmeal, or semolina, for the pizza peel, flour, extra, for shaping, 6 oz tomato paste (170 g), 1 cup hot water (240 mL), 2 tablespoons red wine vinegar, 2 teaspoons maple syrup, or honey, 1 teaspoon salt, ½ teaspoon pepper, 3 cloves garlic, minced, ½ teaspoon dried oregano, ½ teaspoon dried basil, ½ teaspoon dried marjoram, ¼ teaspoon cayenne pepper"
Southwestern Salad With Avocado Dressing,"1 avocado, halved, 1 clove garlic, ½ teaspoon kosher salt, ½ teaspoon freshly ground black pepper, ¼ cup olive oil (60 mL), 1 tablespoon chopped fresh cilantro, 1 lime, juiced, 1 head lettuce, chopped, 1 cup chopped bell peppers (100 g), ¼ cup chopped fresh cilantro (10 g), 15 oz black beans (425 g), drained, ½ cup chopped red onion (75 g), 15 oz corn (425 g), drained, ¼ cup chopped scallions (35 g), ¾ cup chopped tomatoes (150 g)"
Chocolate Raspberry Zebra Cake,"2 cups flour (250 g), 1 cup sugar (200 g), 1 tablespoon baking powder, 1 teaspoon salt, 4 eggs, 1 cup vegetable oil (240 mL), 1 teaspoon vanilla extract, 1 cup milk (240 mL), ½ base batter, ¼ cup cocoa powder (30 g), ½ base batter, ½ cup raspberry jam (165 g), 1 teaspoon raspberry extract, optional, 1 teaspoon red food coloring, optional, 2 cups heavy cream (480 mL), 1 ½ cups chocolate chips (265 g), 20 raspberries, powdered sugar"
Chickpea And Black Bean Salad,"2 15-ounce cans of black beans, drained and rinsed, 2 15-ounce cans of chickpeas, drained and rinsed, ½ red onion, chopped, 20 cherry tomatoes, halved, ½ cup roughly chopped fresh parsley (20 g), ½ cup chopped fresh mint leaves (15 g), ¼ cup olive oil (60 mL), ¼ cup apple cider vinegar (60 mL), ¼ cup lemon juice (60 mL), salt, to taste, pepper, to taste, ¼ cup crumbled feta cheese"
No Bake Pumpkin Cheesecake,"2 ½ cups graham cracker crumbs (210 g), ½ cup butter (115 g), melted, 24 oz cream cheese (675 g), 3 packages, 1 cup heavy whipping cream (240 mL), 1 cup powdered sugar (120 g), 1 ½ cups pumpkin puree (340 g), 1 teaspoon ground cinnamon, 1 teaspoon vanilla, whipped cream, to serve"
Peanut Butter Oatmeal,"¾ cup rolled oats (75 g), 1 ½ cups almond milk (360 mL), salt, to taste, 2 tablespoons peanut butter, 1 banana, sliced, cinnamon, to taste"
Matcha Macarons,"1 egg white, ¼ cup granulated sugar (50 g), ¼ cup almond flour (25 g), ⅓ cup powdered sugar (40 g), 1 teaspoon matcha, ¼ cup cream cheese (55 g), room temperature, ½ cup powdered sugar (60 g), 1 teaspoon milk"
Healthy Dark Chocolate Pancakes,"2 bananas, 2 eggs, ½ cup quick-cook oats (70 g), 2 tablespoons dark cocoa powder, ¼ cup dark chocolate chips (50 g), ¼ teaspoon salt"
Cauliflower Walnut Burritos,"½ head cauliflower, broken into florets, ¾ cup walnuts (75 g), olive oil, to taste, ½ medium yellow onion, diced, 2 cloves garlic, minced, 2 ½ teaspoons chili powder, 1 teaspoon ground cumin, ½ teaspoon smoked paprika, 2 tablespoons low-sodium soy sauce, ¼ cup low-sodium vegetable broth (60 mL), kosher salt, to taste, pepper, to taste, 4 large flour tortillas, 2 cups cooked Spanish rice (460 g), chopped lettuce, for serving, diced tomato, for serving, shredded vegan cheddar cheese, for serving, guacamole, for serving"
Chocolate Chip Granola Bites,"1 cup old-fashioned oats (100 g), 1 teaspoon ground cinnamon, 1 teaspoon vanilla extract, ½ cup nut butter of choice (120 g),, ½ cup chocolate chips (85 g), ⅓ cup honey (115 g)"
5-Ingredient Cauliflower Mac ‘N’ Cheese,"1 head cauliflower, salt, to taste, pepper, to taste, ¼ cup sour cream (60 g), or greek yogurt, ½ cup shredded cheddar cheese (50 g), fresh parsley, chopped, optional"
Snowball Cookies,"2 cups walnuts (200 g), 2 ¼ cups flour (281 g), ½ cup sugar (100 g), 2 sticks butter, softened, 1 teaspoon vanilla extract, 2 cups powdered sugar (240 g)"
Cheesy Spinach And Artichoke Bread Ring Dip,"12 balls frozen dinner rolls, 8 oz cream cheese (225 g), softened, ½ cup grated parmesan cheese (55 g), ½ cup grated romano (55 g), ½ cup shredded mozzarella cheese (60 g), ¼ cup sour cream (60 g), 14 oz artichoke heart (395 g), drained and chopped, ¾ cup frozen chopped spinach (115 g), thawed and drained of excess water, 2 cloves garlic, chopped, 1 teaspoon dried basil, ½ teaspoon crushed red pepper, olive oil"
Sweet Potato And Black Bean Burritos,"2 medium sweet potatoes, peeled and cubed, olive oil, to taste, ½ teaspoon smoked paprika, ½ teaspoon garlic powder, kosher salt, to taste, freshly ground black pepper, to taste, ½ medium yellow onion, diced, 1 jalapeño, seeded and diced, 1 clove garlic, minced, 1 teaspoon chili powder, ½ teaspoon ground cumin, cayenne pepper, to taste, 15 oz black beans (425 g), drained and rinsed, ¾ cup corn (130 g), 3 large flour tortillas, chopped lettuce, diced tomato, shredded vegan cheddar cheese, guacamole"
Hidden Veggie Mac & Cheese,"1 lb elbow macaroni (455 g), cooked al dente, ½ cup water (120 mL), 1 cup cauliflower florets (300 g), 1 cup butternut squash (205 g), diced, 1 cup carrot (120 g), sliced, 2 cups milk (480 mL), 2 cups cheddar cheese (200 g), shredded, 4 oz cream cheese (115 g)"
Blueberry Muffin Overnight Oats,"½ cup  quaker rolled oat (40 g), 3 oz fresh pasteurized milk (100 mL), 2 oz natural yogurt (50 g), ¾ cup blueberry (70 g), ½ teaspoon nutmeg"
Muffin Tin Banana Oat Muffins,"1 banana, mashed, 1 egg, ¼ cup honey (85 g), 1 teaspoon baking powder, 1 teaspoon cinnamon, ½ teaspoon nutmeg, 1 teaspoon salt, 1 teaspoon vanilla, ½ cup greek yogurt (145 g), 1 ½ cups oats (150 g), 1 cup milk (240 mL), chopped strawberry, chopped apple, blueberry, blackberry, raspberry, chopped almond"
Brown Butter Sage Pierogi,"1 lb russet potatoes (455 g), peeled and halved, 1 cup chopped onions (150 g), 6 tablespoons unsalted butter, divided, ½ cup shredded cheddar cheese (50 g), ¼ cup sour cream (60 g), 1 teaspoon salt, plus more to taste, 1 teaspoon pepper, plus more for serving, 1 ½ cups all-purpose flour (190 g), plus more for dusting, ⅓ cup warm water (80 mL), 1 tablespoon olive oil, 1 large egg, lightly beaten, 10 fresh sage leaves"
Strawberry Shortcake Pancakes,"2 cups strawberry (300 g), quartered, 1 cup water (240 mL), 1 cup sugar (200 g), 1 tablespoon cornstarch, optional, 1 tablespoon water, optional, 1 egg, 3 tablespoons butter, melted, 1 ½ cups buttermilk (360 mL), 1 ½ cups all-purpose flour (185 g), 2 tablespoons sugar, 1 tablespoon baking powder, 1 teaspoon baking soda, ⅛ teaspoon salt, butter, whipped cream, optional"
Baked Butternut Squash “Risotto”,"olive oil, to taste, ½ large yellow onion, diced, 3 cloves garlic, minced, ½ tablespoon fresh rosemary, minced, 1 ½ cups short-grain brown rice (300 g), 5 ½ cups vegetable broth (1.3 L), divided, 2 cups butternut squash (410 g), diced, salt, to taste, pepper, to taste, 1 bunch fresh sage, optional, ¾ cup freshly grated parmesan cheese (80 g), 2 tablespoons unsalted butter"
Grilled Cheese Roll-ups,"3 slices bread, 3 slices cheddar cheese, 1 tablespoon butter, tomato soup, to taste, optional"
Banana Chocolate Chip Energy Bites,"1 cup dry oat (100 g), ¼ cup almond butter (60 g), ¼ cup honey (85 g), 1 banana, ½ cup chocolate chips (85 g)"
Parmesan Cheese Crisps,"1 cup shredded parmesan cheese (100 g), 1 teaspoon dried basil"
Cauliflower Gnocchi,"5 cups cauliflower (1.5 kg), roughly chopped, 1 ¾ cups all-purpose flour (220 g), or gluten-free flour, ¾ teaspoon salt, 1 tablespoon olive oil, pesto sauce, for serving"
Kiwi Banana Spinach Smoothie Meal Prep,"3 kiwis, cubed, 1 banana, sliced, 2 cups spinach (60 g), 1 cup milk (240 mL), of choice, 1 cup plain greek yogurt (285 g)"
Chrissy Teigen's Jalapeño-Cheddar Corn Pudding,"¼ cup diced jalapeños (25 g), or 1 4-ounce can of diced green chiles, 2 large ears corn kernels, or 1 can of corn, drained, 4 tablespoons butter, melted, plus more for the pan, ¾ cup heavy cream (180 mL), 2 tablespoons cornstarch, 2 cups shredded cheddar cheese (200 g), 30 oz cream-style corn (425 g), 6 large eggs, kosher salt, to taste"
Banana Berry Smoothie Bowl,"1 cup almond milk (240 mL), 1 cup strawberry (150 g), stems removed, ⅓ cup raspberry (40 g), ⅓ cup blackberry (50 g), ⅓ cup banana (65 g), sliced, 1 cup ice (215 g)"
Deep-Fried Mini Calzones (Panzarotti),"1 ⅓ cups warm water (320 mL), 1 ½ teaspoons active dry yeast, 3 ½ cups flour (435 g), divided, ¼ cup grated parmesan cheese (25 g), 1 teaspoon baking powder, 1 teaspoon salt, 2 teaspoons sugar, 3 tablespoons olive oil, divided, 2 cups tomato sauce (520 g), divided, 3 cups shredded mozzarella cheese (300 g), divided, 1 cup fresh basil (40 g), chopped, divided, salt, to taste, oil, for frying, 2 tablespoons fresh parsley, chopped, to serve"
Meatless Paella,"2 tablespoons olive oil, 1 medium yellow onion, minced, 4 cloves garlic, minced, 1 yellow bell pepper, cut into strips, 1 red bell pepper, cut into strips, 1 cup green beans (360 g), halved, 1 ½ cups short grain white rice (300 g), ½ teaspoon smoked paprika, ½ teaspoon sweet paprika, 1 tablespoon tomato paste, salt, to taste, black pepper, to taste, 14 oz diced tomato (395 g), 3 cups vegetable broth (720 mL), ½ teaspoon saffron thread, crumbled, or 1/2 tablespoon ground turmeric, 2 bay leaves, ½ cup frozen peas (75 g), ½ cup canned artichoke heart (85 g), ½ cup vegan chorizon (75 g), optional, ½ cup fresh flat-leaf parsley (15 g), chopped, 1 lemon, quartered, for garnish"
Mushroom Wellington,"16 oz cremini mushroom (455 g), 3 tablespoons olive oil, divided, plus more as needed, 1 onion, thinly sliced, ¼ cup vegetable broth (60 mL), 3 cloves garlic, minced, 2 tablespoons soy sauce, 1 tablespoon chopped fresh thyme, 4 oz spinach (115 g), nonstick cooking spray, for greasing, 1 sheet puff pastry, sheet, flour, for rolling out puff pastry, 2 medium potatoes, thinly sliced, 1 tablespoon non-dairy milk, vegan gravy, for serving"
Crispy Rice Cereal Chocolate Cheesecake,"4 tablespoons unsalted butter, 1/2 stick, 10 oz mini marshmallows (285 g), 6 cups crispy rice cereal (150 g), 8 oz semisweet chocolate (225 g), ¼ cup heavy cream (60 mL), 16 oz cream cheese (455 g), softened, ½ cup sugar (100 g), 1 teaspoon vanilla, 2 ½ cups whipped cream (600 mL), divided, 3 oz chocolate bar (90 g), for shaving"
Easy Ravioli “Lasagna”,"1 ⅓ lb ravioli (600 g), 2 ¼ cups bolognese sauce (600 g), shredded cheddar cheese"
Freezer-Prep Protein Packed Chili,"1 tablespoon oil, 1 onion, diced, 4 cloves garlic, minced, 15 oz black beans (425 g), 1 can, drained and rinsed, 15 oz kidney bean (425 g), 1 can, drained and rinsed, 15 oz chickpeas (425 g), 1 can, drained and rinsed, 15 oz corn (425 g), 1 can, drained, 30 oz diced tomato (425 g), 2 cans, ¼ cup tomato paste (55 g), 3 tablespoons chili powder, 2 tablespoons cumin, 1 teaspoon paprika, ¼ teaspoon cayenne pepper, 1 teaspoon ground coriander, 1 teaspoon salt, 2 tablespoons honey, 4 cups vegetable stock, ¾ cup lentils (125 g), sour cream, for serving, shredded cheddar cheese, for serving, sliced scallions, for serving"
Ultimate Sweet Potato Fries,"2 sweet potatoes, nonstick cooking spray, for greasing, 1 tablespoon cornstarch, 2 tablespoons grapeseed oil, 1 ½ teaspoons paprika, 1 teaspoon garlic powder, ½ teaspoon freshly ground black pepper, kosher salt, to taste"
Paprika Herb Roasted Carrots,"4 carrots, 2 tablespoons oil, ¼ cup Chopped fresh parsley (10 g), 2 teaspoons paprika, 1 teaspoon salt, 1 teaspoon pepper"
Lentil Soup,"2 tablespoons olive oil, 1 medium yellow onion, diced, 2 cloves garlic, minced, 1 large carrot, diced, 2 potatoes, diced, 2 cups dried lentils (400 g), 8 cups vegetable broth (1.8 L), 15 oz diced tomatoes (425 g), 1 dried bay leaf, ½ teaspoon ground cumin, kosher salt, to taste, freshly ground black pepper, to taste"
Creamy Broccoli Soup,"1 tablespoon olive oil, 1 small onion, diced, 3 cloves garlic, minced, 1 teaspoon kosher salt, ½ teaspoon pepper, 2 cups mashed potatoes (500 g), 2 small heads broccoli, including stems, chopped, 2 ½ cups low-sodium vegetable broth (600 mL), 2 ½ cups milk of choice (600 mL), ¼ teaspoon ground nutmeg"
Tofu Stir Fry,"4 cloves garlic, minced, divided, 2 teaspoons fresh ginger, grated, 1 tablespoon honey, 1 teaspoon  sriracha, ¼ cup lime juice (60 mL), ¼ cup reduced sodium soy sauce (60 mL), 1 block extra firm tofu, 2 tablespoons sesame oil, 1 cup sliced white onion, 1 cup sliced carrot, 1 cup sliced red bell pepper, ½ cup edamame (75 g), frozen, thawed, 3 cups soba noodle (300 g), cooked, 1 tablespoon sesame seed, green onion, chopped, to serve"
Slow-Cooker Tuscan White Bean Soup,"1 medium white onion, diced, 3 carrots, sliced, 4 stalks celery, sliced, 3 cloves garlic, sliced, 4 cups chopped kale (270 g), 14 oz canned diced tomatoes (395 g), 2 cans white beans, salt, to taste, pepper, to taste, 1 teaspoon dried thyme, 1 teaspoon dried oregano, 6 cups vegetable stock (1 ½ L)"
3-ingredient Peanut Butter Cereal Bites,"honey, peanut butter, honey nut cereal"
Cheesy Eggplant Roll-Ups,"2 eggplants, 2 cups ricotta cheese (500 g), 1 cup shredded mozzarella cheese (100 g), ½ cup shredded parmesan cheese (55 g), ¼ cup fresh basil (10 g), chopped, 1 egg, salt, pepper, 1 cup marinara sauce (260 g)"
French Fries 3 Ways,"cold water, for soaking potatoes, 2 tablespoons lemon juice, divided, 3 russet potatoes, 4 cups vegetable oil (960 mL), for frying, 1 tablespoon kosher salt, 1 tablespoon olive oil, ½ cup yellow onion (75 g), chopped, 1 teaspoon kosher salt, 4 cloves garlic, 4 teaspoons curry powder, 2 teaspoons sweet paprika, 1 teaspoon chili powder, ¼ teaspoon ground cinnamon, 1 cup tomato ketchup (240 g), 2 teaspoons worcestershire sauce, 1 tablespoon apple cider vinegar, 1 tablespoon honey, 1 tablespoon water, plus more as needed, mayonnaise, to taste, 1 white onion, chopped, 8 cloves garlic, 1 cup mayonnaise (245 g), 1 ½ tablespoons lemon juice, 3 chipotle peppers in adobo sauce, 1 teaspoon kosher salt, ½ cup mayonnaise (120 g), ½ cup pesto (145 g), ½ tablespoon lemon juice"
Pumpkin Bread-Bottom Cheesecake,"1 ¾ cups pumpkin puree (340 g), 2 eggs, 1 cup sugar (200 g), ¾ cup vegetable oil (180 mL), 1 teaspoon vanilla extract, 2 ½ cups flour (310 g), 2 teaspoons baking powder, 1 teaspoon baking soda, 1 tablespoon pumpkin pie spice, 1 teaspoon salt, 24 oz cream cheese (675 g), at room temperature, 1 cup sugar (200 g), 1 teaspoon pumpkin spice, 1 teaspoon vanilla extract, 1 cup heavy whipping cream (240 mL)"
Garlic Parmesan Potato Wedges,"3 potatoes, 3 eggs, 1 cup grated parmesan cheese (110 g), ¼ cup fresh parsley (10 g), chopped, 1 tablespoon dried oregano, 1 teaspoon paprika, 1 teaspoon garlic powder, 1 teaspoon salt, 1 teaspoon pepper, ½ teaspoon red pepper flakes"
Bruschetta,"4 tomatoes, diced, 1 clove garlic, minced, 1 teaspoon fresh basil, 1 teaspoon olive oil, 1 teaspoon balsamic vinegar, 1 teaspoon salt, ½ teaspoon pepper, 1 baguette, toasted, sliced"
Upside-Down Banana Bread Cinnamon Rolls,"1 cup whole milk (240 mL), 4 tablespoons unsalted butter, 1/2 stick, ¾ oz instant yeast (20 g), 1 packet, ⅓ cup granulated sugar (65 g), ¼ teaspoon salt, 3 ripe bananas, mashed, 4 ½ cups all-purpose flour (560 g), divided, 2 tablespoons oil, 4 tablespoons unsalted butter, melted, ¼ cup granulated sugar (50 g), 1 tablespoon cinnamon, ½ cup unsalted butter (115 g), 1 stick, 1 cup brown sugar (220 g), 1 teaspoon salt, 1 teaspoon vanilla, ¼ cup honey (85 g), 1 cup walnuts (100 g), chopped"
Old-Fashioned Pumpkin Pie,"2 cups all-purpose flour (250 g), plus more for dusting, 2 teaspoons cinnamon, 1 teaspoon kosher salt, ¾ cup shortening (170 g), cubed, 6 tablespoons ice water, 1 cup sugar (200 g), plus 2 tablespoons, 1 tablespoon ground cinnamon, plus a pinch, 1 ½ teaspoons ground ginger, ½ teaspoon ground cloves, ¾ teaspoon kosher salt, 3 large eggs, 15 oz canned pumpkin puree (425 g), 1 cup evaporated milk (240 mL), plus 2 tablespoons, whipped cream, or ice cream for serving"
Pad Thai Spaghetti Squash,"1 spaghetti squash, 2 tablespoons olive oil, 1 teaspoon salt, 1 teaspoon pepper, 1 cup diced cucumbers (135 g), 1 cup sliced carrot (120 g), 1 cup diced bell pepper (100 g), ½ cup chopped green onions (75 g), ½ cup diced onion (75 g), ½ cup roasted peanut (60 g), ¼ cup fresh cilantro (10 g), chopped, ¼ cup warm water (60 mL), 3 tablespoons soy sauce, 1 tablespoon sesame oil, 2 tablespoons honey, or agave, 2 tablespoons fresh lime juice, 1 tablespoon  sriracha, ½ cup creamy peanut butter (120 g), 1 tablespoon fresh ginger, peeled and minced, 1 tablespoon garlic, minced"
Broccoli Tots,"12 oz broccoli (340 g), cut into small florets, ¼ cup scallions (25 g), thinly sliced, 2 cloves large garlic, finely diced, ⅔ cup shredded cheddar cheese (70 g), 1 egg, beaten, ⅔ cup bread crumbs (75 g), salt, to taste, pepper, to taste, 2 teaspoons Sriracha, optional but recommended"
Peanut Butter And Banana Toast,"1 slice bread, toasted, peanut butter, to taste, ½ banana, sliced, cinnamon, to taste"
Light And Fluffy Mashed Potatoes,"5 lb russet potato (2.5 kg), peeled and cut into large chunks, cold water, 1 tablespoon kosher salt, plus more to taste, 8 tablespoons unsalted butter, cubed, 1 cup heavy cream (240 mL), ½ cup whole milk (120 mL), freshly ground black pepper, to taste, 1 tablespoon fresh chives, chopped, for garnish"
Vegan Shepherd's Pie,"4 russet potatoes, peeled and cubed, 3 carrots, 3 stalks celery, ½ yellow onion, neutral oil or vegan butter, as needed, 2 cups chopped mushrooms (150 g), 4 cloves garlic, salt, to taste, pepper, to taste, 1 tablespoon tomato paste, 1 tablespoon flour, 1 teaspoon chopped fresh sage, 1 teaspoon chopped fresh thyme leaves, 2 cups vegetable broth (472 mL), ⅓ cup red wine (78 mL), soy milk, or rice milk, as needed, vegan butter, as needed, nonstick cooking spray"
Sweet Potato And Chickpea Salad,"2 large sweet potatoes, or 3 small, scrubbed, ½ medium red onion, 15 oz chickpeas (425 g), 1 can, rinsed and drained, ½ cup olive oil (120 mL), ¼ cup lemon juice (60 mL), 2 tablespoons garlic, minced, 1 teaspoon ground cumin, 1 teaspoon paprika, ¼ teaspoon cinnamon, ¼ teaspoon cayenne, salt, to taste, pepper, to taste, 3 oz mixed greens (85 g), ¼ cup fresh parsley (10 g), chopped, ¼ cup fresh cilantro (10 g), chopped, dried cranberry, for garnish, optional"
Vanilla Panna Cotta,"1 teaspoon unflavored gelatin, 1 tablespoon cold water, 1 ½ cups heavy cream (360 mL), ¼ cup sugar (50 g), ¼ teaspoon vanilla extract"
Gnocchi Mac And Cheese,"10 tablespoons unsalted butter, divided, ⅓ cup all purpose flour (40 g), 1 teaspoon garlic powder, 1 teaspoon dijon mustard, 1 cup heavy cream (240 mL), 2 cups whole milk (480 mL), 1 ½ teaspoons fresh thyme leaf, 1 ½ teaspoons kosher salt, ½ teaspoon black pepper, 1 ½ cups shredded mozzarella cheese (150 g), 1 ½ cups shredded white cheddar cheese (150 g), 1 ½ cups grated parmesan cheese (165 g), divided, 32 oz store-bought gnocchi (910 g), 1 cup panko bread crumbs (115 g)"
Lentil & Roasted Vegetable Salad,"2 cups cubed butternut squash (410 g), 2 cups quartered Brussels sprouts (200 g), 1 red onion, cut into wedges, 1 tablespoon olive oil, kosher salt, to taste, freshly ground black pepper, to taste, 1 cup green lentils (170 g), rinsed, 3 cups water (720 mL), or vegetable broth, 3 tablespoons balsamic vinegar, 1 tablespoon maple syrup"
Spicy Roasted Chickpeas,"15 oz chickpeas (425 g), 1 can, drained and rinsed, 1 tablespoon olive oil, 1 teaspoon ground cumin, 1 teaspoon chili powder, ½ teaspoon cayenne pepper, ½ teaspoon salt"
Banana Bread Overnight Oats,"½ cup  quaker rolled oat (40 g), 3 oz fresh pasteurized milk (100 mL), 2 oz natural yogurt (50 g), ½ banana, sliced, ¾ teaspoon vanilla extract, ⅕ cup pecan (15 g), chopped"
Apple Cinnamon French Toast Bake,"nonstick cooking spray, for greasing, 12 oz day-old French bread (285 g), 2 large Granny Smith apples, peeled, 1 cup brown sugar (220 g), 2 teaspoons cornstarch, 6 large eggs, 2 cups milk (480 mL), 1 teaspoon vanilla extract, 1 teaspoon ground cinnamon, ¼ cup maple syrup (85 g), powdered sugar, for serving, whipped cream, for serving"
Healthier Veggie Fried Rice,"2 cups brown rice (390 g), 2 cups vegetable broth (475 mL), 2 carrots, diced, 1 tablespoon oil, ½ white onion, diced, 2 cloves garlic, minced, ½ cup frozen peas (75 g), salt, to taste, pepper, to taste, 2 eggs, whisked, scallion, sliced, for garnish"
North African-Style Poached Eggs In Tomato Sauce,"2 tablespoons olive oil, 3 cloves garlic, minced, 1 medium onion, diced, 1 teaspoon salt, 1 teaspoon pepper, 1 teaspoon turmeric, 1 teaspoon paprika, 1 teaspoon cumin, 2 tablespoons harissa paste, 2 tablespoons tomato paste, 28 oz canned diced tomatoes (795 g), 5 large eggs, finely chopped fresh parsley, for garnish, 1 loaf bread, sliced, for serving"
Poached Egg,"1 egg, salt, to taste, pepper, to taste"
Honey Lime Fruit Salad,"½ lb fresh  strawberry (225 g), quartered, 2 kiwis, peeled and diced, 2 mangoes, diced, 2 bananas, sliced, ½ lb fresh blueberry (225 g), 2 tablespoons honey, 1 lime, juiced"
Roasted Carrots,"1 lb carrot (455 g), 3 tablespoons olive oil, 1 teaspoon salt, ½ teaspoon black pepper, 2 tablespoons maple syrup, fresh parsley, chopped, to serve"
Greek Yogurt Green Smoothie,"1 cup baby spinach (40 g), 1 banana, sliced, ¼ cup greek yogurt (60 g), ½ cup ice (70 g), ½ cup water (120 g)"
Sunny-Side Up,"1 tablespoon butter, 1 egg, salt, to taste, pepper, to taste"
Loaded Vegetarian Nachos,"1 cup lentils (200 g), rinsed, 2 cups vegetable broth (480 mL), 1 teaspoon salt, ½ teaspoon pepper, 2 teaspoons chili powder, 2 teaspoons cumin, 1 teaspoon garlic powder, 1 teaspoon dried oregano, 15 oz corn (425 g), 1 can, drained and rinsed, 15 oz black beans (425 g), 1 can, drained and rinsed, 1 lb tortilla chips (455 g), 1 ½ cups shredded mexican cheese blend (150 g), 1 cup shredded lettuce (75 g), 1 cup tomato (200 g), diced, ½ cup red onion (75 g), chopped, 2 jalapeñoes, sliced, ⅓ cup fresh cilantro (15 g), chopped"
Chocolate Marble Zucchini Bread,"2 medium zucchinis, 1 cup light brown sugar (220 g), ½ cup granulated sugar (100 g), 4 large eggs, 1 cup canola oil (240 mL), 1 tablespoon apple cider vinegar, 2 teaspoons McCormick® vanilla extract, 2 ½ cups all-purpose flour (310 g), divided, ½ cup Dutch-process cocoa powder (60 g), 2 teaspoons baking soda, divided, 1 teaspoon kosher salt, divided, ½ cup semisweet chocolate chips (85 g), 1 teaspoon McCormick® Ground Cinnamon, nonstick cooking spray, for greasing"
Butter Parmesan Corn,"6 half ears corn, cleaned, husked, 2 tablespoons butter, softened, ½ cup parmesan cheese (55 g), grated, salt, to taste, pepper, to taste"
Kale Chips,"1 bunch kale, 2 tablespoons olive oil, ¼ teaspoon salt, ¼ teaspoon pepper, ¼ teaspoon paprika"
Berry Chocolate Mug Cake,"3 tablespoons all-purpose flour, 2 tablespoons cocoa powder, 3 tablespoons sugar, ¼ teaspoon baking powder, 3 tablespoons vegetable oil, or canola oil, ¼ cup milk (60 mL), 3 tablespoons chocolate chips, whipped cream, to serve, blueberry, to serve, raspberry, to serve, fresh mint, to serve"
Easy Microwave Potato Chips,"1 russet potato, 2 tablespoons olive oil, salt, to taste"
