name,ingredients
How To Make Handmade Pasta,"2 cups all-purpose flour (250 g), plus more for dusting, 1 pinch kosher salt, 2 large eggs, 6 large egg yolks, 1 tablespoon extra-virgin olive oil, 2 cups ""00"" pasta flour (250 g), plus more for dusting, 1 pinch kosher salt, 3 large eggs, 5 large egg yolks, 1 tablespoon extra-virgin olive oil, 1 cup semolina flour (125 g), 1 cup all-purpose flour (125 g), or '00' flour, 1 pinch kosher salt, 2 large eggs, 6 large egg yolks, 1 tablespoon extra-virgin olive oil"
Cloud Eggs,"2 eggs, salt, to taste, pepper, to taste"
Banana Peanut Butter French Toast Roll-up,"10 slices sandwich bread, peanut butter, banana, sliced, 3 eggs, 1 tablespoon milk, ½ teaspoon cinnamon, ½ teaspoon vanilla extract"
Strawberry Banana Chia Seed Pudding,"1 banana, mashed, ½ cup greek yogurt (140 g), 1 cup almond milk (240 mL), 1 teaspoon vanilla extract, ¼ cup chia seeds (40 g), 1 cup strawberry (150 g), diced, 1 banana, sliced, 1 handful strawberry, diced"
Slow Cooker Rosemary Bread,"1 ¼ cups lukewarm water (300 mL), 1 teaspoon sugar, 1 packet active dry yeast, about 2 1/4 teaspoons, 1 teaspoon salt, plus more for sprinkling, 3 tablespoons olive oil, 2 tablespoons fresh rosemary, chopped, plus more for sprinkling, 3 ¾ cups all-purpose flour (470 g), plus more for dusting"
Focaccia,"1 cup warm water (235 mL), 2 tablespoons olive oil, 2 tablespoons honey, 2 teaspoons salt, 3 ⅓ cups flour (415 g), 1 ½ teaspoons yeast, 2 tablespoons extra virgin olive oil, 2 sprigs fresh rosemary, leaves removed, salt, to taste, pepper, to taste"
Three Bean Salad,"½ red onion, ½ large english cucumber, ½ cup fresh parsley, 15 oz chickpeas (425 g), 1 can, drained and rinsed, 15 oz kidney bean (425 g), 1 can, drained and rinsed, 15 oz cannellini bean (425 g), 1 can, drained and rinsed, ¼ cup olive oil (60 mL), ¼ cup red wine vinegar (60 mL), ½ teaspoon dried oregano, ½ teaspoon salt, ¼ teaspoon pepper"
Slow Cooker Roasted Tomato Basil Soup,"2 lb tomato (910 g), 1 red bell pepper, 1 medium yellow onion, 6 cloves garlic, ½ cup olive oil (120 mL), kosher salt, to taste, pepper, to taste, 1 teaspoon dried oregano, 1 teaspoon dried thyme, 1 teaspoon tomato paste, 2 cups vegetable stock (480 mL), ½ cup fresh basil leaves (20 g)"
Healthy Veggies and Couscous,"2 potatoes, cubed, ½ head broccoli, cut into florets, 1 red bell pepper, seeded and chopped, 1 tablespoon garlic powder, 1 tablespoon dried parsley, 1 teaspoon salt, 1 teaspoon pepper, 3 tablespoons olive oil, divided, ½ cup parmesan cheese (50 g), 1 cup couscous (150 g), cooked"
Easy 3-Ingredient Chocolate Mousse,"5 oz marshmallow (140 g), 1 ½ cups milk (360 mL), 1 cup dark chocolate (170 g), whipped cream, chocolate, grated"
Oatmeal Muffins,"1 banana, 1 egg, 1 teaspoon vanilla extract, ½ cup almond milk (120 mL), ¼ cup maple syrup (85 g), ½ cup greek yogurt (140 g), 1 ½ cups rolled oats (150 g), 1 teaspoon baking powder, 1 teaspoon cinnamon, salt, to taste, strawberry, sliced, blueberry, apple, sliced, dark chocolate chip, nut, chopped, ½ cup dried cranberry (60 g)"
Pizza Puff Pastry Twists,"2 sheets puff pastry, pizza sauce, shredded cheese, egg wash"
How To Make Homemade Sourdough Bread,"2 cups warm water (480 mL), 2 ¼ teaspoons active dry yeast, 1 packet, 3 ½ cups flour (440 g), 2 tablespoons sugar, 4 cups flour (500 g), 2 teaspoons salt, 1 ¼ cups water (295 g), 1 cup starter (260 g), stir before using"
Lemon-Berry Muffins,"2 cups all purpose flour (250 g), 2 teaspoons baking powder, ½ teaspoon baking soda, 1 teaspoon kosher salt, 1 stick unsalted butter, room temperature, 1 ¼ cups granulated sugar (250 g), plus more for sprinkling, 1 ½ teaspoons Mccormick® lemon extract, 2 large eggs, room temperature, ½ cup buttermilk (120 mL), room temperature, 6 oz fresh blueberry (170 g), muffin tin, 6 cup, jumbo, muffin tin liner"
Strawberry Cream Cheese French Toast Roll-up,"10 slices sandwich bread, cream cheese, softened, strawberry, sliced, 3 eggs, 1 tablespoon milk, ½ teaspoon cinnamon, ½ teaspoon vanilla extract"
Black Bean & Corn Burgers,"15 oz black beans (425 g), drained and rinsed, ½ cup cooked brown rice (100 g), cooked, 1 cup corn (175 g), ½ teaspoon garlic powder, 1 teaspoon chili powder, ½ teaspoon kosher salt, ½ teaspoon freshly ground black pepper, 1 large egg, ⅓ cup seasoned bread crumbs (40 g), canola oil, as needed, 4 slices pepper jack cheese, 4 burger buns, toasted, sliced tomato, sliced red onion, sliced avocado, pico de gallo"
White Rice,"1 cup long grain rice (200 g), 1 ¾ cups water (420 mL), 1 pinch salt"
Penne Alla Vodka,"8 oz penne pasta (230 g), cooked, 1 tablespoon olive oil, ½ white onion, diced, 1 clove garlic, minced, ½ teaspoon red pepper flakes, 1 teaspoon dried basil, 1 teaspoon salt, ½ cup vodka (120 mL), 1 ½ cups tomato sauce (390 g), ½ cup heavy cream (120 mL)"
Tortilla Bowl Southwestern Salad,"4 teaspoons vegetable oil, 4 large flour tortillas, 2 romaine lettuce hearts, 2 tomatoes, ½ red onion, 2 avocados, 1 cup corn (175 g), canned, rinsed and drained, 1 cup black beans (170 g), canned, rinsed and drained, ¼ cup olive oil (60 mL), ¼ cup lime juice (60 mL), 1 clove garlic, minced, ⅛ teaspoon cumin, ½ teaspoon red pepper flakes, 3 tablespoons fresh cilantro, chopped, ½ teaspoon salt, ½ teaspoon pepper"
Creamiest Mashed Potatoes,"4 lb yukon gold potato (1.8 kg), 2 teaspoons kosher salt, plus more to taste, ½ cup (1 stick) unsalted butter (115 g), melted, 1 cup heavy cream (240 mL), 2 sprigs fresh rosemary, 1 head garlic, crushed, butter, for serving, freshly ground black pepper, to taste, finely chopped fresh chives, for serving, gravy, for serving"
Fruit and Cream Cheese Breakfast Pastries,"8 oz cream cheese (225 g), softened, ¼ cup powdered sugar (30 g), 1 teaspoon vanilla extract, flour, to coat workstation, 2 sheets puff pastry, thawed, strawberry, stems removed and sliced, raspberry, blackberry"
Apple Galette,"1 ¼ cups all purpose flour (155 g), plus more for dusting, 1 tablespoon sugar, ¼ teaspoon kosher salt, 8 tablespoons unsalted butter, cubed and chilled, 1 tablespoon apple cider vinegar, ¼ cup ice water (60 mL), 1 egg, beaten, for brushing, 1 tablespoon coarse sugar, for sprinkling, 1 ½ lb granny smith apple (680 g), or Fuji apple, peeled, cored and sliced, 1 tablespoon lemon juice, ¼ teaspoon ground cinnamon, ⅓ cup sugar (65 g), 1 tablespoon unsalted butter, ½ cup sugar (100 g), ¼ teaspoon salt, 1 tablespoon unsalted butter, ½ cup heavy cream (120 mL)"
Caprese Spaghetti Squash,"1 spaghetti squash, 2 tablespoons olive oil, 1 teaspoon kosher salt, 1 teaspoon freshly ground black pepper, 1 tablespoon olive oil, 3 cloves garlic, minced, ½ medium yellow onion, diced, 1 cup cherry tomatoes (200 g), halved, ½ teaspoon kosher salt, ½ teaspoon freshly ground black pepper, 8 oz mini mozzarella balls (225 g), fresh basil, for garnish"
Creamy Spinach-Stuffed Mushrooms,"20 medium sized mushrooms, 1 tablespoon butter, 2 cloves garlic, minced, 4 cups fresh spinach (160 g), 8 oz cream cheese (225 g), salt, to taste, pepper, to taste, ¼ cup breadcrumb (30 g), ¼ cup parmesan cheese"
Lemon Ricotta Pancakes,"1 pancake, 1 cup ricotta cheese (250 g), 1 egg yolk, ¾ cup milk (180 g), ½ teaspoon vanilla extract, 2 tablespoons lemon zest, 1 cup flour (125 g), 1 ½ teaspoons baking powder, 1 ½ cups blueberry compote (300 g), 2 cups blueberry (200 g), ½ cup sugar (100 g), ½ cup water (120 mL), 1 tablespoon lemon juice, 2 egg whites, 2 tablespoons sugar"
Tornado Potatoes,"2 medium Yukon potatoes, ¼ cup butter (60 g), melted, 1 cup grated parmesan cheese (100 g), plus more for serving, ½ teaspoon black pepper, 1 tablespoon garlic powder, 1 tablespoon paprika, 1 teaspoon salt, Chopped fresh parsley, for garnish, 2 wooden skewers"
Healthy Peanut Butter Chocolate Chip Pancakes,"2 bananas, 2 eggs, ¼ cup peanut butter (60 g), ½ cup oats (50 g), ¼ cup dark chocolate chips (45 g), ¼ teaspoon salt"
Apple Ring Pancakes,"1 apple, ½ teaspoon cinnamon, 1 egg, 2 tablespoons butter, melted, 1 teaspoon vanilla extract, ¾ cup milk (180 mL), 1 cup flour (125 g), 2 teaspoons baking powder, ½ teaspoon cinnamon, 1 pinch salt"
Cinnamon Bun French Toast,"4 eggs, 1 cup milk (240 mL), 1 tablespoon vanilla, 1 tablespoon cinnamon, 1 tablespoon butter, 4 slices bread, 4 oz cream cheese (115 g), ¼ cup heavy cream (60 mL), ¼ cup powdered sugar (40 g), plus extra for garnish, 1 teaspoon cinnamon, 1 teaspoon nutmeg, 2 teaspoons vanilla"
Chocolate Peanut Butter Pancakes,"1 cup milk (240 mL), 1 egg, ¼ cup peanut butter (60 g), 1 cup wheat flour (115 g), ¼ teaspoon salt, 2 teaspoons baking powder, ½ cup dark chocolate chip (90 g)"
Chinese Takeout-style Tofu And Broccoli,"14 oz firm tofu, 1 teaspoon vegetable oil, 1 ½ teaspoons sesame oil, divided, 3 cups broccoli florets, 3 tablespoons vegetable broth, 2 garlic cloves, minced, 1 teaspoon grated ginger, ¼ cup soy sauce, 2 tablespoons agave syrup, 1 tablespoon rice vinegar, 1 tablespoon cornstarch, mixed with 1 tablespoon water, ¹¹⁄₂ teaspoon toasted sesame seeds, plus more for serving, cooked white rice, for serving, sliced scallions, for serving"
Banana Muffin Mug,"1 banana, ¼ cup oat flour (20 g), ½ teaspoon baking powder, 2 tablespoons honey, 1 egg white, ½ teaspoon cinnamon"
Pico De Gallo,"2 roma tomatoes, diced, ½ red onion, diced, 1 jalapeño, seeded and minced, 1 clove garlic, minced, 3 tablespoons fresh cilantro, chopped, ½ teaspoon kosher salt, ¼ teaspoon ground black pepper, ½ lime, juiced"
Tomato Basil Bruschetta,"1 baguette, 6 inch (15 cm), ¼ cup olive oil (60 mL), 3 medium tomatoes, diced, 1 clove garlic, minced, 1 teaspoon balsamic vinegar, 1 tablespoon fresh basil, chopped, ½ teaspoon salt, ½ teaspoon pepper, 1 clove garlic, whole"
Roasted Cauliflower Salad,"1 medium head cauliflower, cut into florets, 3 large carrots, cut into 1-inch (2.5-cm) pieces, 1 tablespoon ground cumin, 2 teaspoons paprika, kosher salt, to taste, freshly ground black pepper, to taste, 2 tablespoons olive oil, ¼ medium red onion, thinly sliced, 1 cup roughly chopped fresh Italian parsley (35 g), ¼ cup tahini (60 mL), 1 clove garlic, grated, 2 tablespoons lemon juice, ¼ cup water (60 mL), ¼ cup olive oil (60 mL), kosher salt, to taste, freshly ground black pepper, to taste"
Summer Potato Salad,"2 lb small red potatoes (905 g), scrubbed and halved, 1 tablespoon kosher salt, plus 1 1/2 teaspoons, divided, 2 ears corn, 1 tablespoon dijon mustard, 3 tablespoons pickle juice, divided, 1 red bell pepper, 1 cup vegan mayonnaise (240 g), or regular, ½ teaspoon paprika, 1 teaspoon freshly ground black pepper, ½ cup diced celery (110 g), ⅓ cup coarsely chopped dill pickles (45 g), ¼ cup chopped red onion (35 g), ⅓ cup chopped green onions (50 g), 2 tablespoons minced fresh dill, 2 tablespoons chopped fresh chives, for garnish"
Garlic Parmesan Baked Carrot Fries,"2 carrots, 1 tablespoon oil, ¼ cup parmesan cheese (30 g), 1 tablespoon garlic powder, 1 teaspoon pepper, ¼ cup fresh parsley (10 g), chopped, ½ teaspoon salt, 2 tablespoons greek yogurt, 1 tablespoon lemon juice, ½ teaspoon garlic salt, 1 teaspoon pepper"
Chocolate Chip Banana Bread Overnight Oats,"⅔ cup rolled oats (65 g), ⅔ cup milk (160 mL), of your choice, ½ cup vanilla greek yogurt (120 g), 1 ½ teaspoons cocoa powder, ½ teaspoon cinnamon, ¼ teaspoon ground nutmeg, 1 teaspoon chia seed, optional, 1 banana, sliced, mini chocolate chip, banana, sliced, to serve, honey, to serve"
Banana Chocolate Chip Breakfast Muffins,"3 ripe bananas, ½ cup milk (120 mL), 1 cup quick oat (140 g), 1 cup wheat flour (115 g), 3 eggs, 1 teaspoon vanilla, ½ teaspoon cinnamon, 1 cup greek yogurt (285 g), 2 tablespoons honey, ½ cup dark chocolate chip (85 g)"
Cheddar Ranch Potatoes,"9 red potatoes, ½ cup ranch dressing (120 g), 1 tablespoon garlic powder, 1 teaspoon paprika, 1 teaspoon salt, ½ teaspoon pepper, 1 cup shredded cheddar cheese (100 g), ¼ cup fresh chives (10 g), chopped"
No-Bake Nutella Cheesecake,"24 oreo cookies, ⅓ cup butter (115 g), melted, 13 oz chocolate hazelnut spread (370 g), 1 jar, 8 oz cream cheese (225 g), 8 oz whipped topping (225 g), or whipped cream, whipped cream, ⅔ cup chocolate shaving (110 g)"
Blueberry French Toast In A Mug,"1 slice bread, 1 egg, 2 tablespoons milk, ¼ teaspoon cinnamon, ½ teaspoon vanilla extract, blueberry, to taste, maple syrup, to drizzle"
Homemade Cheese Crackers,"8 oz shredded cheddar cheese (225 g), 4 tablespoons unsalted butter, room temperature, 1 teaspoon salt, 1 cup flour (125 g), 2 tablespoons ice water"
Banana Bread Bottom Cheesecake,"4 bananas, as ripe as possible, 4 tablespoons vegetable oil, 1 egg, ½ cup sugar (100 g), 1 teaspoon vanilla extract, 1 ½ cups all-purpose flour (190 g), 1 teaspoon baking powder, 1 teaspoon baking soda, ¼ teaspoon salt, 1 teaspoon cinnamon, 32 oz cream cheese (910 g), softened, ½ cup sugar (100 g), 1 tablespoon vanilla extract, 1 cup milk (240 mL), 1 tablespoon gelatin powder, caramel sauce, for drizzling"
Low-Carb Eggplant Lasagna,"2 large eggplants, 1 teaspoon sea salt, plus more to taste, olive oil, to taste, 5 cloves garlic, minced, ½ teaspoon red pepper flakes, 28 oz crushed san marzano tomato (795 g), 2 can, 6 leaves fresh basil, thinly sliced, plus more for garnish, 1 large egg, 15 oz ricotta cheese (425 g), 1 container, 2 cups shredded mozzarella cheese (200 g), divided, 1 cup grated parmesan cheese (110 g), divided, 2 teaspoons italian seasoning"
No-Bake Peanut Butter Coconut Cookies,"⅔ cup natural peanut butter (160 g), 2 tablespoons coconut oil, 1 teaspoon vanilla extract, 1 cup unsweetened shredded coconut flake (75 g)"
Caprese Mac ‘N’ Cheese,"1 lb elbow macaroni (455 g), uncooked, ¼ cup unsalted butter (55 g), 1/2 stick, ¼ cup all-purpose flour (30 g), 3 ½ cups whole milk (840 mL), ¼ teaspoon paprika, 1 teaspoon ground black pepper, plus more to taste, 1 teaspoon kosher salt, plus more to taste, 2 cups baby spinach (80 g), 2 cups shredded mozzarella cheese (200 g), divided, ½ lb fresh mozzarella cheese (225 g), sliced, optional, 3 small tomatoes, sliced, 3 tablespoons fresh basil, chopped"
Muffin Tin Customizable Veggie Egg Cups,"5 eggs, salt, to taste, pepper, to taste, fresh spinach, chopped, tomato, diced, onion, finely diced, bell pepper, finely diced, broccoli, cut into small florets, cheddar cheese"
The Best Ever Cauliflower Pizza Crust,"1 head cauliflower, ½ cup shredded mozzarella cheese (50 g), ½ teaspoon dried oregano, ½ teaspoon dried basil, ½ teaspoon salt, ½ teaspoon garlic powder, 1 egg"
Chocolate Ripple Cheesecake,"24 chocolate sandwich cookies, 4 tablespoons unsalted butter, melted, 32 oz cream cheese (900 g), 4 packages, ¾ cup sugar (150 g), 1 teaspoon vanilla extract, 4 cups heavy cream (960 mL), 1 ½ tablespoons gelatin powder, 2 cups semi sweet chocolate (340 g), melted, divided"
Avocado Chickpea Salad with Chili Lime Dressing,"2 tablespoons olive oil, ¼ cup lime juice (60 mL), 2 teaspoons cumin, 2 teaspoons chili powder, 1 teaspoon salt, 1 teaspoon pepper, ¼ cup fresh cilantro (10 g), chopped, 2 cans chickpeas, drained, rinsed, 1 cucumber, chopped, quartered, 20 cherry tomatoes, halved, 1 onion, chopped, 1 avocado, diced, ⅓ cup carrot (35 g), shredded"
No-Bake Chocolate Peanut Butter Cheesecake,"10 graham crackers, 7 tablespoons butter, melted, 24 oz cream cheese (680 g), softened, 1 ½ cups powdered sugar (240 g), 1 teaspoon vanilla extract, 1 ½ cups chocolate chips (265 g), melted, 2 cups peanut butter (480 g), melted, 1 cup confectioners sugar (120 g)"
Healthy Veggie Curry With Garlic Naan,"2 cups white rice (400 g), rinsed, 4 cups water (960 g), 1 tablespoon coconut oil, melted, salt, to taste, ¼ cup vegetable oil (60 mL), divided, 2 small yellow onions, diced, 2 cups idaho potato (450 g), cubed, 1 tablespoon tomato paste, 2 tablespoons fresh ginger, minced, 3 cloves garlic, minced, 1 ½ teaspoons garam masala, 2 tablespoons curry powder, 1 head cauliflower, cut into small florets, 15 oz diced tomato (425 g), 1 can, 15 oz chickpeas (425 g), 1 can, drained, 1 ¼ cups water (360 mL), salt, to taste, ¾ cup coconut milk (180 mL), 1 ¼ cups frozen peas (190 g), 2 cups all-purpose flour (250 g), 1 teaspoon salt, 1 teaspoon baking powder, 1 teaspoon sugar, 2 tablespoons ghee, melted, divided, plus more as needed, 4 tablespoons whole-fat yogurt, 2 tablespoons skim milk, 6 tablespoons water, 1 clove garlic, minced"
Slow Cooker Butternut Squash Soup,"2 lb medium butternut squash (910 g), peeled, seeded, roughly chopped, 1 medium yellow onion, roughly chopped, 4 cloves garlic, olive oil, to taste, 3 cups vegetable broth (720 mL), ½ teaspoon ground ginger, ½ teaspoon ground cumin, ½ teaspoon ground coriander, ½ teaspoon paprika, ⅛ teaspoon cayenne pepper, 1 ½ teaspoons sea salt, ¼ teaspoon black pepper, ½ teaspoon fresh thyme, ¼ cup coconut milk (60 mL), pumpkin seed, fresh chive, chopped"
Roasted Chickpea And Avocado Salad,"5 oz mixed greens (150 g), 1 large cucumber, diced, 10 oz cherry tomato (275 g), halved, 1 avocado, diced, 30 oz chickpeas (850 g), 2 cans, drained and rinsed, 2 tablespoons olive oil, 2 teaspoons smoked paprika, 1 ½ teaspoons garlic salt, 2 tablespoons extra virgin olive oil, 2 tablespoons fresh lemon juice, ½ teaspoon salt, ½ teaspoon black pepper"
Pumpkin Pie Bites,"15 oz pumpkin puree (425 g), 1 can, 12 oz evaporated milk (355 mL), 1 can, ¾ cup sugar (150 g), 1 teaspoon cinnamon, extra for taste, ¼ teaspoon ground cloves, ½ teaspoon ground ginger, ½ teaspoon salt, 2 eggs, 2 pie crusts, refrigerated, whipped cream, ice cream"
Ultimate Green Bean Casserole,"2 lb green beans (910 g), trimmed, 8 tablespoons unsalted butter, 1 stick, divided, 2 medium white onions, thinly sliced, 1 ½ lb cremini mushroom (680 g), sliced and stemmed, 5 cloves garlic, sliced, 3 tablespoons all-purpose flour, 1 cup milk (240 mL), ½ cup heavy cream (120 mL), 2 teaspoons kosher salt, 1 teaspoon freshly ground black pepper, 1 cup chicken broth (240 mL), or vegetable broth, ½ cup grated parmesan cheese (55 g), 1 cup store-bought fried onions (250 g)"
Grilled Corn Summer Pasta Salad,"2 ears corn, olive oil, for brushing, 8 oz dried orecchiette pasta (225 g), cooked according to package instructions, 2 cups quartered cherry tomatoes (400 g), ½ cup diced red onion (75 g), 1 avocado, diced, 1 ½ cups fresh cilantro (60 g), ⅓ cup olive oil (80 mL), 3 tablespoons lime juice, 1 clove garlic, roughly chopped, ½ teaspoon chili powder, 2 teaspoons honey, kosher salt, to taste, freshly ground black pepper, to taste"
Veggie-Packed Chow Mein,"2 tablespoons cooking oil, divided, 1 package Hong Kong-style pan-fried (chow mein) noodles, par cooked according to package instructions, ½ cup sliced onion (75 g), ½ cup sliced bell peppers (50 g), ½ cup broccoli florets (75 g), ½ cup julienned carrots (60 g), 1 tablespoon minced garlic, salt, to taste, pepper, to taste, ½ cup chopped cabbage (50 g), ½ cup thinly sliced shiitake mushrooms (40 g), ½ cup snow peas (75 g), ⅓ cup corn (60 g), 2 tablespoons water, 2 teaspoons cornstarch, 2 ½ tablespoons soy sauce, 1 ½ tablespoons hoisin sauce, 1 ½ tablespoons rice wine, 2 teaspoons sugar, 1 teaspoon white pepper, ½ cup bean sprouts (50 g), sliced scallion, for garnish"
Classic Hummus,"14 oz chickpeas (395 g), 1 can, 2 cloves garlic, ¼ cup tahini sauce (60 g), 2 tablespoons lemon juice, 1 teaspoon cumin, ½ teaspoon red pepper flakes, ½ teaspoon salt, ½ teaspoon black pepper, 2 tablespoons extra virgin olive oil, 2 tablespoons water, fresh parsley, chopped, to serve"
Portobello Fajita Bowl Meal Prep,"1 yellow bell pepper, 1 red bell pepper, 1 green bell pepper, 1 teaspoon salt, divided, ½ teaspoon cumin, divided, 1 teaspoon smoked paprika, divided, 1 ½ teaspoons chili powder, divided, 1 teaspoon red pepper flakes, divided, 4 portobello mushrooms, 1 tablespoon oil, 1 large white onion, 3 cloves garlic, minced, 3 cups brown rice (675 g), cooked, 1 cup pico de gallo (240 g), 1 cup black beans (60 g), drained and rinsed, 1 cup corn (165 g), 1 cup shredded cheddar cheese (100 g), 1 avocado, sliced, 1 lime, sliced into wedges, fresh cilantro, for garnish"
Spinach Artichoke Lasagna Roll-ups,"12 lasagna noodles, 2 cups ricotta cheese (500 g), 1 cup spinach (40 g), 1 cup artichoke heart (170 g), chopped, 1 tablespoon olive oil, 2 cloves garlic, minced, 2 cups marinara sauce (520 g), 1 cup shredded mozzarella cheese (100 g), 1 cup shredded parmesan cheese (110 g), 1 teaspoon salt, ½ teaspoon pepper, fresh parsley, for garnish"
Buffalo Chickpea Wraps,"1 tablespoon olive oil, 15 oz chickpeas (425 g), 1 can, ½ teaspoon garlic powder, 1 pinch salt, ¼ cup buffalo sauce (75 g), ⅓ cup hummus (45 g), 1 tablespoon lemon juice, 1 tablespoon water, 2 large tortillas, romaine lettuce, tomato, sliced, red onion, sliced"
Crispy Potato Tacos,"2 large russet potatoes, ¾ cup sour cream (170 g), 2 cloves garlic, minced, ½ teaspoon cumin, salt, to taste, ½ teaspoon oregano, 8 corn tortillas, oil, for frying, sour cream, to taste, salsa, to taste, cotija cheese, to taste, ¼ cup fresh cilantro (10 g), to taste"
Dark Chocolate Peanut Butter Banana Protein Smoothie,"1 ½ cups water (360 mL), or yogurt or milk of choice, ¼ cup peanut butter (60 g), 1 scoop chocolate protein powder, 1 tablespoon dark chocolate cocoa powder, 2 bananas, frozen"
Cinnamon Sugar Cheesecake Bars,"2 tubes crescent dough, 16 oz cream cheese (450 g), 1 egg, 1 cup sugar (200 g), divided, 1 teaspoon vanilla, 2 tablespoons cinnamon"
Cheesy Eggplant Pizza,"1 large globe eggplant, salt, to taste, olive oil, 2 cups mozzarella cheese (200 g), 1 cup cheddar cheese (100 g), 1 jar marinara sauce, ½ cup parmesan cheese (55 g), ¼ cup fresh basil (10 g), 1 tablespoon garlic powder, 1 teaspoon salt, 1 teaspoon pepper, ½ teaspoon red pepper flakes"
Pumpkin Spice Swiss Roll,"¾ cup flour (95 g), ½ teaspoon baking powder, ½ teaspoon baking soda, 1 ½ teaspoons McCormick cinnamon, 1 teaspoon ground ginger, ½ teaspoon ground nutmeg, ¼ teaspoon ground cloves, 1 teaspoon kosher salt, 3 eggs, 1 cup sugar (200 g), ⅔ cup pumpkin puree (150 g), 1 teaspoon vanilla extract, 12 oz cream cheese (335 g), softened, 8 tablespoons butter, softened, 1 ½ cups powdered sugar (180 g), sifted, 1 teaspoon vanilla extract, 1 teaspoon kosher salt, powdered sugar, for garnish"
Coleslaw,"½ cup mayonnaise (120 g), ½ cup sour cream (115 g), ½ tablespoon lemon juice, 2 tablespoons apple cider vinegar, 2 teaspoons honey, 1 teaspoon salt, ½ teaspoon pepper, 3 cups green cabbage (300 g), very thinly sliced, 1/2 small head, 3 cups purple cabbage (300 g), very thinly sliced, 1/2 small head, 1 large carrot, peeled and grated"
Garlic Bread Bruschetta,"1 loaf italian bread, sliced, 3 tablespoons butter, melted, 1 clove garlic, minced, italian seasoning, to taste, parmesan cheese, to taste, 6 roma tomatoes, diced, 2 cloves garlic, minced, 1 tablespoon olive oil, 1 teaspoon salt, ¼ teaspoon pepper, 4 fresh basil leaves, finely chopped"
Spicy Sesame Cauliflower,"½ cup flour (60 g), ½ cup milk (120 mL), 1 teaspoon baking powder, 1 teaspoon garlic powder, ½ head cauliflower, oil, for frying, 1 tablespoon sesame oil, 1 tablespoon garlic, ½ cup soy sauce (120 mL), ¼ cup rice vinegar (60 mL), 1 tablespoon sugar, 2 tablespoons Sriracha, sesame seed, garnish to taste, scallion, chopped, for garnish, 1 tablespoon cornstarch slurry, mix 1/2 tbsp cornstarch and 1/2 tbsp water"
Ultimate Homemade Pizza,"7 cups flour (875 g), 4 teaspoons kosher salt, ½ teaspoon active dry yeast, 3 cups water (750 mL), at room temperature (plus an additional 1-2 tablespoons of water as needed), 4 tablespoons cornmeal, or semolina, for the pizza peel, flour, extra, for shaping, 6 oz tomato paste (170 g), 1 cup hot water (240 mL), 2 tablespoons red wine vinegar, 2 teaspoons maple syrup, or honey, 1 teaspoon salt, ½ teaspoon pepper, 3 cloves garlic, minced, ½ teaspoon dried oregano, ½ teaspoon dried basil, ½ teaspoon dried marjoram, ¼ teaspoon cayenne pepper"
Southwestern Salad With Avocado Dressing,"1 avocado, halved, 1 clove garlic, ½ teaspoon kosher salt, ½ teaspoon freshly ground black pepper, ¼ cup olive oil (60 mL), 1 tablespoon chopped fresh cilantro, 1 lime, juiced, 1 head lettuce, chopped, 1 cup chopped bell peppers (100 g), ¼ cup chopped fresh cilantro (10 g), 15 oz black beans (425 g), drained, ½ cup chopped red onion (75 g), 15 oz corn (425 g), drained, ¼ cup chopped scallions (35 g), ¾ cup chopped tomatoes (150 g)"
Chocolate Raspberry Zebra Cake,"2 cups flour (250 g), 1 cup sugar (200 g), 1 tablespoon baking powder, 1 teaspoon salt, 4 eggs, 1 cup vegetable oil (240 mL), 1 teaspoon vanilla extract, 1 cup milk (240 mL), ½ base batter, ¼ cup cocoa powder (30 g), ½ base batter, ½ cup raspberry jam (165 g), 1 teaspoon raspberry extract, optional, 1 teaspoon red food coloring, optional, 2 cups heavy cream (480 mL), 1 ½ cups chocolate chips (265 g), 20 raspberries, powdered sugar"
Chickpea And Black Bean Salad,"2 15-ounce cans of black beans, drained and rinsed, 2 15-ounce cans of chickpeas, drained and rinsed, ½ red onion, chopped, 20 cherry tomatoes, halved, ½ cup roughly chopped fresh parsley (20 g), ½ cup chopped fresh mint leaves (15 g), ¼ cup olive oil (60 mL), ¼ cup apple cider vinegar (60 mL), ¼ cup lemon juice (60 mL), salt, to taste, pepper, to taste, ¼ cup crumbled feta cheese"
No Bake Pumpkin Cheesecake,"2 ½ cups graham cracker crumbs (210 g), ½ cup butter (115 g), melted, 24 oz cream cheese (675 g), 3 packages, 1 cup heavy whipping cream (240 mL), 1 cup powdered sugar (120 g), 1 ½ cups pumpkin puree (340 g), 1 teaspoon ground cinnamon, 1 teaspoon vanilla, whipped cream, to serve"
Peanut Butter Oatmeal,"¾ cup rolled oats (75 g), 1 ½ cups almond milk (360 mL), salt, to taste, 2 tablespoons peanut butter, 1 banana, sliced, cinnamon, to taste"
Matcha Macarons,"1 egg white, ¼ cup granulated sugar (50 g), ¼ cup almond flour (25 g), ⅓ cup powdered sugar (40 g), 1 teaspoon matcha, ¼ cup cream cheese (55 g), room temperature, ½ cup powdered sugar (60 g), 1 teaspoon milk"
Healthy Dark Chocolate Pancakes,"2 bananas, 2 eggs, ½ cup quick-cook oats (70 g), 2 tablespoons dark cocoa powder, ¼ cup dark chocolate chips (50 g), ¼ teaspoon salt"
